title,date,score,url
"Epic Fury: Donald Trump, Israel's Iran strike is righteous - The Jerusalem Post",2026-03-02,98.8828182220459,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5rT0pTal9VQmo1TlM1WGdvNS1JYTBHOW5IMlJQWjd4c0dFT1JsQmlRT0hULVJpWGZKWF84M1I0WXRmb0NQbVJpaV9QTnJDb1JjVmpjWHlicw?oc=5
"IDF drops 2,000 bombs on Iran during Op. Roaring Lion - The Jerusalem Post",2026-03-02,98.87555241584778,https://news.google.com/rss/articles/CBMiakFVX3lxTE15NGFYYVEyYzVoeGZ0aFhGTVJTZ0p6VWxzMzl0R3IxN0tiSW0tQmJkTkZBejd0bHZ6djFFdWR1YXVsRXZvczZDV24zd0p0UU5WaVRLWTROamxoX2JnQWRtbEpyLTIxMnF6X0E?oc=5
Nir Barkat urges Israel to continue full-force Iran strikes - The Jerusalem Post,2026-03-02,98.8740622997284,https://news.google.com/rss/articles/CBMiakFVX3lxTFBIVmJvLXFwU3ljN0hfZzFXLVo0SFlNMzctUTQwUGFRLWVPMWtWcXZQOTdIaUYtaGg5R2h2aV9Ha2Rlc2U2SUQxaXdnV1ExQ2RzOGJLRXVfa1JUS3dzM1lrMG9Tc1JuV3hHV0E?oc=5
"No evidence US, Israel have struck any Iranian nuclear sites during ongoing op., IAEA chief says - The Jerusalem Post",2026-03-02,98.86309504508972,https://news.google.com/rss/articles/CBMiakFVX3lxTFBxYVhudmZBOFZPUjBZLU1OUWhDMmhCQTYwMUF6YlFfQTRid0FacUpTdUQtWFFXVnFIYnY5MWVqX2l3TmRIdlhyd3U3RmplQXZkNWdEYU1meGpzc0psOGsyX2pYQWJxT1hqZkE?oc=5
Pentagon tells Congress: No evidence Iran planned first strike - HUM News - English,2026-03-02,98.86242151260376,https://news.google.com/rss/articles/CBMilwFBVV95cUxQbm1NaEtZU3kzdXZMdWI5VVdFbnJjZUVsN0VBNndlX0l0STlsZTY3LWhBMFJIX253VVl5U3ZlSlhKemdpRXBFRnRTX1hNb2V0ZVlRdjkyUFpBc2Qtc284SkpxaTZFajZVQURwUWJNaWs3d3V0MDgyQ1lXRndtSEtYQ0E1WXhHcWk3YmViQTNhSkN2b3gyeWtV?oc=5
Reports indicate jet downed in Kuwait as Iran strikes cont. - The Jerusalem Post,2026-03-02,98.85963797569275,https://news.google.com/rss/articles/CBMiXEFVX3lxTE5LTTdENnNkN2k4eDVBcFh5dFAzQVk3OFNxZERqZm1ReGNwQjhycU5XSHZtWk9Wb1BYNGpnRFBpaGpUYUhzT1pQQ1NJZDdITVNmY2FuZTRqNlBTYzdT?oc=5
Oil prices jump and markets slide after strikes across Middle East - Oxford Mail,2026-03-02,98.8484799861908,https://news.google.com/rss/articles/CBMirgFBVV95cUxNdGZHTEh1YWo0RXM0UHJPcnNzdkhkVWN4ZzF1Mm1ZVmZfOThlN2JjV0ZiaWdnUVI0c0F6T3dNQUpKT2tpZFo2eFBfREJfd3hmbWNRZjU2VkgwbDdKa2VpdThMbE9iQnlnczNuQktpaG1LZmVpU0gwLVREU3QxMW11bXlZODNSakFxTWpWbGI5X0oxeHhLYWJUUWVsT2JiWjNMX0FYRHZmbm9JYm9ObVE?oc=5
Oil prices jump and markets slide after strikes across Middle East - Yahoo Finance UK,2026-03-02,98.84573817253113,https://news.google.com/rss/articles/CBMihAFBVV95cUxOUTNIb3V4MkZDX2p5aFZseUZLYlhxVWVWMVozWEtqUzdsOC1wSGZLTHdKYjZZMFU0NzJpN3hWc2dqd2lJQVN1TF82ZFMxYm1BVERPUTZMQ1RWclNQU1l3bDB4bXVwbWhyS2I4QWFFOTZTc3NoRVZwN2ZDMEU3MjRpT1BpUnM?oc=5
Prediction markets scrutinised over Iran bets - Reuters,2026-03-02,98.8393247127533,https://news.google.com/rss/articles/CBMioAFBVV95cUxQZXpVanBRd2xWS21TbWhWemViU1BSWURlMWxZc2ZkNk5xZmFqeEh2X3dlSHR5Wi1PaHZnRENFVUgwSVpSVTVsbU9LNmVFWUktWWhyby11UE1Rb1A5ZXhlRGZhVlpOVjkyMlo1RC1VX1RkU05XM0ZNdXhmeVh0VjlURzFIOTRkTi1SeXVhN05jamNqRjRjcmktaGdNMlJnRTJu?oc=5
Oil markets expect to see price swings next week as US-Israel strikes raise supply uncertainty - WCAX,2026-03-02,98.83795976638794,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOeW93T2hjYnlHZEdJdGpuNGdiaDFBbG9iYkVkODBWRkowcjJ6dk10SHVBQjFiZm90WVZYUC10MUVhejJlaEFHRFN6OVdWSFo2aGl3Z2RvMTVVcllFR0FOUVBYTDlRN3dWcHMyWUplTzJjdjZUdFdtVFl0VGcya0Jta3J0Z1o3M01HX1RqSTRERWpoS2hSNXh1WlRFSkEwbEpDR2tsX3FteEx6TndXZHlwNEpTSVQxMjNpeVdSZ3YtR2ZYdlF4enZLdFkzQWRDNW9UYnfSAdIBQVVfeXFMTnlvd09oY2J5R2RHSXRqbjRnYmgxQWxvYmJFZDgwVkZKMHIyenZNdEh1QUIxYmZvdFlWWFAtdDFFYXoyZWhBR0RTejlXVkhaNmhpd2dkbzE1VXJZRUdBTlFQWEw5UTd3VnBzMllKZU8yY3Y2VHRXbVRZdFRnMmtCbWtydGdaNzNNR19Uakk0REVqaEtoUjV4dVpURUpBMGxKQ0drbF9xbXhMek53V2R5cDRKU0lUMTIzaXlXUmd2LUdmWHZReHp2S3RZM0FkQzVvVGJ3?oc=5
Oil markets expect to see price swings next week as US-Israel strikes raise supply uncertainty - WSAW,2026-03-02,98.8377034664154,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNaFZFWU5QbXl5ckRmNTVkY19YTzBNSTZwYjdvSzFWNjlORFhKTnUzVGZ4UFpQQkphNjZNWDl3ZXNTMVAwTmtTYW5pZDJCSDBBdTBkN3dIMDRuV1RMdzlldVJzWmxZSjhtZE1Rd0pRVW1WY3lrZWQ4X3JaV1lPQy1NUjZ0M2UxMUtlckNhNXMxb1NkNnVLQkIxUUdrbmZ4RVRrV3ZmaGpiUTZKZ2dleEZFWDA5aUcxbWYxb29kVHZBd1NMOHFjd1Fka2doWDdfUUF2QUHSAdIBQVVfeXFMTWhWRVlOUG15eXJEZjU1ZGNfWE8wTUk2cGI3b0sxVjY5TkRYSk51M1RmeFBaUEJKYTY2TVg5d2VzUzFQME5rU2FuaWQyQkgwQXUwZDd3SDA0bldUTHc5ZXVSc1psWUo4bWRNUXdKUVVtVmN5a2VkOF9yWldZT0MtTVI2dDNlMTFLZXJDYTVzMW9TZDZ1S0JCMVFHa25meEVUa1d2ZmhqYlE2SmdnZXhGRVgwOWlHMW1mMW9vZFR2QXdTTDhxY3dRZGtnaFg3X1FBdkFB?oc=5
Israeli airstrike hits Iranian jets on runway - The Jerusalem Post,2026-03-02,98.83517622947693,https://news.google.com/rss/articles/CBMibkFVX3lxTE5rV0s3enJma0ZyYmc2ZmJ2aW1ncVB5ZjI0cjcxdmp1Q2NNc2lSeUdSQWVoZXUtNHltNFRZR25tZTBVZzhtdHJ6eTRSUGNNQmhkZ2dXYXgzYUdRY0tBQ1ZnbmQtYzd4M0RRTVlndlRn?oc=5
Blow after blow to the power of Iran and its proxy militias set the stage for US-Israel attacks - WTOP,2026-03-02,98.82627129554749,https://news.google.com/rss/articles/CBMiygFBVV95cUxQY2pBUDRGRUdTSlhfVW9HendZcEVUMXdqdVRKQnNmeHpQbEd5VzNNUWstTS1zT2ZqdWdqenNmZVQtUFBSNmlfeml5UXBjbWFNSF91ZWIzTWpCdzA4amJXbmo4Ty1kMzhUNzBjTkdqTXhuQTUxb0l0V1J5YU5XUXJIbWtleERUaEdzVkhQbnRDTWVMY2lrYlZKQnFHYV96OGt0aXVWdFhUUVNzRkxBT2x3SzZqSmE2YmxTUkp3RnZvU2Q5ZGVoTUZRWTVn?oc=5
"Major Saudi refinery, Kurdish and Israeli oil, gas fields shut amid Mideast strikes - ET EnergyWorld",2026-03-02,98.82534742355347,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPRXc2VXBvbkNKbVJvUGw0aDI5TF9ZSWpxQ2h2MVd0dkhGMGVZNWdWcEVnREhLRThqRHd1UHk1Qy1MQnNBTHQ2eFg3bmFhdThSNTlmbkVWQ1NBUFJEQ1pHbzBqV2dRNXpmV3paWXB2YXI0OWl2MDF0clhrLVVhaFdmNFhVS3BXWWFrT3lYdExrTEFwTV91R0VVSjN1eWlzNTMwUmEyTURYY2hXQkM2blZBNldLZHhpTkhOM05mR2QzVExORFF2bm0teFoxWXQzVXV4eWhiRVRIZ1pKQkJsRUo3VS1OQWxpVUHSAewBQVVfeXFMTzFCMHVnRHc4Qnd0THBkWno4YkNpYlZBQ2U4eWx0cURFM1JZWFZyTklqMHp4QWhPUm95N241NUJsZlhVWHA1alFUS1A5T2REbUlnemdSVlozU0ROa1YzdkZZMFowRDd2UUJYajlKZXg0QjJTZGlsemxucFJxS2dLUUlLa09UV2Q3N19oWXFLalNQRUlDSllUeWVGeVo2Y3dsM2x3RG5vd3ZRVEMtSHFsOTcybGFabmtRQm4xWHQwWUViaGlZSTJUd3VKd2dZcEt1VENRaDF0U1RXdl9lUldMd2ptc0lOUE1YUDJTdUM?oc=5
Life under fire: How Israelis adapt as missiles fall - The Jerusalem Post,2026-03-02,98.81657361984253,https://news.google.com/rss/articles/CBMiakFVX3lxTE81bnpiNGlHNXhickxzQi1HLTBucGY5c1I0OGFjLW55R0p3dlFhRG1YVG51LW9QaFE1bHE2OVZmSUxHRHJ4WUJQSFVFYlRrcHRsQWRtMkJpd2RvdHJtbTRrY1hVSW5SMGV1cXc?oc=5
Oil prices rise sharply after attacks in Middle East disrupt global energy supply - WPLG Local 10,2026-03-02,98.81556034088135,https://news.google.com/rss/articles/CBMiywFBVV95cUxNMW02cGI1WXdsd01vYWNGaVBhRHZfVm14eF9sRkdhMk5wSEpqTkVCOUV4S1dnWjFza3AyYlI1UnMxNU9CLUphTW9XN2xobUZVeEVTUFc4UlNyZm1kQUhOSUw4OVh6bUVuSkhJbERqZWF1cUZIV29Wa3g2SVpQRE9YLVBLMnZpMXFfYjhBbC1rcVltYUJKcUlvRVdqVWsyZ05TOTlrcndGa2t5Z0U5anl5X3daMUlnbkZxdmRiNGxyak56c3BJakJiTS1TNA?oc=5
Oil markets expect to see price swings next week as US-Israel strikes raise supply uncertainty - KPLC 7 News,2026-03-02,98.81475567817688,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNRjdMNGVrWDA2TE1WMF9KdmplS0t1ZVI5TVVlam1OcDNhSmx4N1FSZm9sQnZwY2hkSU9senc4aGhPWkVxbG00SEhaM3JYRm1pRzBNYWhaazBLU29XV1ZyRTZYZTVxbUwzX0V1UElReUNzMVlyMm1kZXZvZmRRdE9FaFpKN3FhZTVIODRVdThfUks5aHFPeGJnazVkUHFFbzR0V29QZVZ0QzJLcGlseHl2NGpEMzFDSFFNZ0pkMUo0b3rSAdQBQVVfeXFMTThkdW1lbU5aaWRoMWV6WVZVTVh1V2xCcUhJM2ZubEd3QmZyQTEtYzAtUzZkVUNsV291UjhWWXFSOEE3V0Z0b2ZBUzJBN2cwVjJxS0hpRG82M3UzNFdsWTJBSGV6Zno2YXBzMWxkTGxOQndWQ2hFckNuYVFMcFA4b3pFejM4Mm1QTHpydjRkc0J4RU9wUk1HNWhhaU1Ub0xhVFUweFlqaFFZRTAzSHdJU1BFUXZVSFhJeFFoWkhuT0dGeEpkOXZRWklIbkltNTRfVXhCU0Q?oc=5
Khamenei's killing sparks concerns over prolonged regional chaos - China Military,2026-03-02,98.81460666656494,https://news.google.com/rss/articles/CBMiYEFVX3lxTE05RFZXa2ppWVlrY01rTi13bDZDMUZXUGZhdU80QVBLc0pwWEVLeTRJbWlpUURCRWM3VVhzSzdjMS1nSmxHWXZjSFI3bFozRHBWcF96REU1bnYtdW5IckFaSQ?oc=5
"Toyota bumps offer for supplier to $30 billion, in a victory for activist fund Elliott - Reuters",2026-03-02,98.81212711334229,https://news.google.com/rss/articles/CBMivwFBVV95cUxPUzc0Q2V0ZUlnRTI3UGdRZzZJLW14eXd6OEUyMlM4dTFjRUt3dW9uQ3NqNGdjQkEzWE10Y1pDVlFVY2JLWWJHcmswcEdjSzJXQ3dsdk8zWnNOMTFVUGR5MlVrdG5zRWlzX1ozaW1iS0d6MXVDXzRrLTMyRVc5OHhnWjE3emdndElKdG52TE4wVjh1NXBCdVFHdmw0VzRNVUY4dXRTLU54N2RKS3ZvS3o5NVRSS2VfM19EeXRNQVNHMA?oc=5
"Shooter with Iran flag shirt kills 3, injures 14 in Texas - The Jerusalem Post",2026-03-02,98.8092839717865,https://news.google.com/rss/articles/CBMiX0FVX3lxTE42cGk0VnlBUXdtMUstQXMxWWtnLWVTOFlOMW5SZElPWmxTM0VmcG41S0ppRUx4NzVRZ0ttX1pnUG5YRXpjTmw5VWlMVF9LQTR6QUw3N1V2dTI4V0VxaWN3?oc=5
Far-right Australian senator censured for Muslim comments - The Jerusalem Post,2026-03-02,98.80402684211731,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1TZzRMZ2o4QXJVZDR6M2dGWU9IbjdNbnhNRlhZalVJMU91LW5oaVA4VzQxX0k4aVNMSmw0Zm9JZW8tYmJIS3pKeXJXem8ydjJhTUU2cnRwN0V0aXpIeEZB?oc=5
"Who is Ali Larijani, the Iranian official who may play a key role in Iran's future? - analysis - The Jerusalem Post",2026-03-02,98.80177974700928,https://news.google.com/rss/articles/CBMiakFVX3lxTFBlcW8wMmxTOS02X3dVcWVtb1BVMm84X0RVeEdKajd3Z0t2TU9kYlJiWmpUSEc1RS1ydVJaTlFiTDBSRXgwUV9vUUs0OVpkRENQM3JDSWs1LWs3UDVTMGZrSXZBdXp1U1BicFE?oc=5
UAE journalist: Iran regime survivors spared for a reason - The Jerusalem Post,2026-03-02,98.79969954490662,https://news.google.com/rss/articles/CBMiakFVX3lxTFB1eFBaY0d6NzFSY1gzRkhPbmluMmV2aTFoV29PQVFwU3FycS1zalphekF3ZFVySFEwYVJ2dEcybVBsU3JOenk2MTY5WUNaSi1JNGhnZXJmV0JCcWJUQlJNM0lTNVdPelVvT0E?oc=5
"Irish Jews report verbal abuse, vandalism, threats - The Jerusalem Post",2026-03-02,98.79872798919678,https://news.google.com/rss/articles/CBMiakFVX3lxTE1UZk9veUZpVzNCSnM2SVlyTWY1Szh0emJ4dm9rMkN2by1LcnBEMTB0NkxzS1BTN01qYmFNSFdQdS1OcF90cGNYWUM2czFFSmZYdWlldThLWTQ3REFRQTFOTXl2OXQ2WWRYcEE?oc=5
"Daughter and grandchild of Iran's Khamenei killed in US-Israeli strikes, state media says - Reuters",2026-03-02,98.79740476608276,https://news.google.com/rss/articles/CBMiywFBVV95cUxNX0FsRk1hY3dSRk9YdlZyYXdsMVg4SWtvcFBfT1VHRGRGdlhWMXhNR2xldXFsaTlvVWhXcUlRTElwbW5YaWRwZHRVcTlRT3Q4OFNxRUFrV1J0Q0hQbnM3QVhJbnYwYVBqODRVNk5RTC1iRHp3ZnY1U1otd0VTMVdidjBxODlGYmxzTjBZUnNSZHB2TEhFenI1M0JyZ1l4WG9hcElTZTBTV2xHMzV2VTRrWG5nbFJ2cE8zWHFiSUl3LURfMzBGM2QxeHgxcw?oc=5
El Al preps to rescue Israelis stranded due to Iran war - The Jerusalem Post,2026-03-02,98.7958312034607,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1ydk80QW5PTVlSbnoxMGE4aDVEQkxzLW1HbUlNS0dyQ0FOX1A1MHo2YW1UdVdSOUFiSWRxYlg0cFYyV0ZXY2VtT3lqclJlTTR3WHA5NmlTT3ZnMG1S?oc=5
Oil prices soar and stock prices fall as US-Israel war with Iran rattles markets - AP News,2026-03-02,98.79512190818787,https://news.google.com/rss/articles/CBMimgFBVV95cUxNQ0Yza3NNRERaS05WOWVRREN5WFhfZnhhOHB1SUtTSmlkV1poNW5xOGZYbGpSWDlvMVVnWkNINGpiR3doMnFlV1RiV0tIU1VhU3NlanZPRVBBeldNdDU2eU5HRzA1OXh0UmlzcWVla216M05OT0d6TU5Yel9kLWJqVWpDQTBhTXhhb3JVUnBkQ0U2ZWJldmVMYl93?oc=5
Sasol surges as Middle East conflict drives oil price spike - Business Day,2026-03-02,98.79359006881714,https://news.google.com/rss/articles/CBMisAFBVV95cUxNNUM5MTNpaWsyTU5UZ256MlhVdHdoM0tvQzJjaDBlZDhaUGliVFREbTZRQVdNaWRRZmhaZ3Z1N3RZdGVGbDJMbEF5ZWNqZjFWajhhblVNMnB6SG44bXdJbE9KRHdVN0Y4NFA2NmswWi1EOFQxZVNfem5ueHJlellna2pCZm5OWUlvdGRUblUxbmQ4ZlNoeTQ1aGxJZktlQWswUG05ZWN5eTBPb1MwVzdzaA?oc=5
Oil prices jump and markets slide after strikes across Middle East - St Helens Star,2026-03-02,98.79356622695923,https://news.google.com/rss/articles/CBMisAFBVV95cUxQTXp1Qkp2NUh0N2E2bzlMQ1EzX0d4VGZNX0YyLUEtX1hFSjI0Ym5uMTJkSU55NFcxU3ozczN4Zk5tQlhQbUZMWFRpeG95S2xoRDE2aWpQVFZVZXAycmJlMU91Z2FPTWg0UHlES2hRRVQzMXVGa1BKZEZJdEpudDU4ZVhYTmZxUE1lTW1Va0doWU9oZDU0ZUo3MXEwZ2xrV09VaGtVRTlKWU1uZnlfd1FrLQ?oc=5
"Why is stock market crashing today? Nifty50 goes below 24,700; BSE Sensex down 1,600 points - top reasons - The Times of India",2026-03-02,98.79150390625,https://news.google.com/rss/articles/CBMirAJBVV95cUxPRTl3RlB4VzBza3BaVUVCYUNyRXJuZTE0MnUtWDNoNWxBRVR3a0xvRktpVzQtaWNsdmV0WDVVZHlCZTFIcFNieFJlc2NXX3psUm84VElxekV5cXBWRTgxYWFRUDUtbS1EWGZSbU9sdFdhQkEwRWltSTFJYVhFM1otOUl4eHp1MU9iTk1YWDNfaEZudWFmTWJteWtNWWJqTzdqX1JIUVpHcHU4dDhrX1dsdHQ5bmJ4TUFlc0k1NGwySUdlWHNmU1k3cTlvZDUxMlhLTFJtWmRHek44SHJscHhLMEtFRUI4amF3S3B0RXVXblRFN0xQUmxPVFJNazNqQ0M4S2pOajJCdXZtTWt2d09DV3pNRTBnbHM3bDM2N0Y1RUhlUUR2SDhlMUJIcnbSAbICQVVfeXFMTjRYR1g1dGxZYURUUTV4Ml9aMW1rWG1od2hFTDZIWHk3YllWOWVMQ0kza1gybVloMlZyaDZ5MlBobXNHdUFTLVM2N2dteTBuZEVHdHNVWEtqVmVKNUs2UVRhYkRqR05PRXNDUEY3RXhOWVJlYjVmNFN5RFhIUGwxNWNEZV9lVDdRMm45TjhoMVNuSjd2cmFCVU1aOTg1X1M1NDc5dDNHV0ZPelZwTGE5bXhGckVUMzFMaXUtMENwcXRtMzVhQmdfZzVKbG1yX2EzT3F3c2hEa2dNSU51VVJMRWppQ0VpeEFhaW5uRmlXcDY1Nm9CaVVZM2d6dURzRVlCT0RlcXN1WjZmdFNWaW1DRnB4NjdUelRCVjhSN041NzNUaUVlRlFoQzdaQ1Q5NlhKc0tn?oc=5
Oil market adjusts as heavy crude prices stabilize after earlier highs - Tehran Times,2026-03-02,98.78953695297241,https://news.google.com/rss/articles/CBMipwFBVV95cUxOMWlFVjJtWTFsRkZ1N3czZTRITHd6aEpVcXVERi1MNG9ZQXhZTXhPcXoyWjZiNUJVQnFIbGlMM3JaU19HcldFTjJVMmVoQTBHMC1mRGwtSGljbGhfTmhLMnRvQ1p4cVZZQWVvREhmTzNsd29XakZ1cXdMMnV2RkY1YVdEaDZOX0trMmI5a3JWdGgzYXVoajI2LU9iNk55eEUzTGZhLXcyRQ?oc=5
Oil prices jump and markets slide after strikes across Middle East - Cambs Times,2026-03-02,98.78659844398499,https://news.google.com/rss/articles/CBMirgFBVV95cUxQVHpqa0xlanZ4M294UE9HVDg2WGdXc1dydUQxQmxXeDh2WWRrZXk2djJMZ1FuNG1sU0JTaUxEMnFiWjZiTmtFU3FqMUlEUEhLak1TbUNBMkt1S1NPZl9vdG51WGxHWlJVVm9GNGtEZVpDZkVnTkZXSmJYSmFleklROGNVejM3WEQwamNvYlhqdGJwTk5SRUlrcFZrYTFIOVY2UjRaY2V4N1JlSzdmLVE?oc=5
Oil prices soar after attacks in Middle East disrupt global energy supply - Hays Post,2026-03-02,98.78562092781067,https://news.google.com/rss/articles/CBMicEFVX3lxTE1vT3pNNjVpR2JudGxnM1dycTFaNUc5VUNQMTctNi1mRUN2N285WU5lNS1wR0U2NGV2cFNpX0xWcG1EWWpKTVNpZXNFM25mWWpUMVlRNkZ1UHcyLVQ0V1hTUUZKd2tESzIyb093SFNGRGg?oc=5
Donald Trump says Iran wants talks after Ali Khamenei death reports - The Jerusalem Post,2026-03-02,98.78419041633606,https://news.google.com/rss/articles/CBMiakFVX3lxTE85d3IzUzZOa3JWWVMtV0Fnd3kzb3hvVFFaaUhBbDhGSUhsRkNhSFVyNkNGMDlFdWN2Yk9mRDJCOHlDTVRCbmtjcVdxaE9YTzdzS0o3dEFZMXA0UmQyWHc2V2xYSWMyS1Nnanc?oc=5
"Trade & Tension Tracker: Oil at $82, India-Iran Trade in Focus as Hormuz Blockade Intensifies War Shockwaves - ABP Live English",2026-03-02,98.77979159355164,https://news.google.com/rss/articles/CBMi7wFBVV95cUxOa29jeXBoV09vUmUxUkVFUHpOVnRzeFJDQjg3R1hIOV85ci1YWG9NNjd6OEVVMGhxWHJqTUNzX1F5c09vd2lFcktGZ0hxdlJyeGJ3blBmRFJmX2hYR01UUWN4Q0RLS0VjS1hqTW4zYkx1Qy11X3pBZ0xfOE5zM0t1ZEJJMTNPajNGQlMwTVROcUpiTE1tNkVBd1hxdnlDMk9tOWZpSzk3MngwUkM1Rnp4NUtIQjdOMC1hZFFuSnlHOHg4ZlE3Q05QU2dBd2pacGM5aDl5TktMNlcwbDk1RDNTeHpUd3ZpQ2tXU0xZUzVZUdIB7wFBVV95cUxOa29jeXBoV09vUmUxUkVFUHpOVnRzeFJDQjg3R1hIOV85ci1YWG9NNjd6OEVVMGhxWHJqTUNzX1F5c09vd2lFcktGZ0hxdlJyeGJ3blBmRFJmX2hYR01UUWN4Q0RLS0VjS1hqTW4zYkx1Qy11X3pBZ0xfOE5zM0t1ZEJJMTNPajNGQlMwTVROcUpiTE1tNkVBd1hxdnlDMk9tOWZpSzk3MngwUkM1Rnp4NUtIQjdOMC1hZFFuSnlHOHg4ZlE3Q05QU2dBd2pacGM5aDl5TktMNlcwbDk1RDNTeHpUd3ZpQ2tXU0xZUzVZUQ?oc=5
Fargo Iranians gather after death of Iran's supreme leader - Valley News Live,2026-03-02,98.7790584564209,https://news.google.com/rss/articles/CBMipgFBVV95cUxQcFoyX3ZxMWZkVXRWUU13TlhYZExSYnJ6aXNQZnBGWjhCellOUFpiUFNOSklVWHp3bUhja181QkpucklCbG1wMzkwU211TGhXRl9NeXZWWTFKZjZ4V0VrNFNBTEc1bHl5ME0yeDFEWWk1b2tfT0U5X1kyYXRHak83VzE2ZVA3dzVYNXF3Z0tjWll1UGhxNFhSaEp0WkowQXAyVGdybXBn?oc=5
